source_file,item_id,base_case_id,dataset,approach,pipeline_model_id,true_language,question,generated_answer,llm_factual_accuracy_score,llm_grounding_score,llm_clarity_score,llm_usefulness_score,llm_language_correctness_score,llm_scope_handling_score,llm_overall_score,llm_judge_notes
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_012_EN,OOS_012,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,I cannot log in to the BeNext app. Can you reset my password?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_012_NL,OOS_012,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Ik kan niet inloggen in de BeNext-app. Kun je mijn wachtwoord resetten?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_013_EN,OOS_013,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,How do I repair the heat pump myself?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_013_NL,OOS_013,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Hoe kan ik de warmtepomp zelf repareren?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_014_EN,OOS_014,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you tell me how to change the inverter settings to stop feed-in costs?,"Okay, so the user is asking how to change the inverter settings to stop feed-in costs. Hmm, from the context, I know that solar export is high, but there's no inverter configuration data. That means I can't give specific settings. I should explain that without the inverter details, it's hard to tell exactly what to do. Maybe I can suggest checking the app or contacting the responsible party. I need to keep it",1,1,1,1,2,1,3,Out-of-scope row is not cleanly refused and includes internal reasoning instead of a resident-facing answer.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_014_NL,OOS_014,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je uitleggen hoe ik de omvormerinstellingen wijzig om terugleverkosten te voorkomen?,"Alright, I need to help the user understand how to adjust their inverter settings to reduce costs. The context mentions high solar export but no specific data, so I can't rely on exact numbers. I should explain that the inverter's configuration affects how much energy is exported. Since there's no data, I can't confirm exact settings, but I can suggest checking the app for export patterns and adjusting the inverter's time settings. Maybe recommend",1,1,0,1,0,1,2,Out-of-scope row is not cleanly refused and includes internal reasoning instead of a resident-facing answer.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_015_EN,OOS_015,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,My router Wi-Fi is unstable. Can you help me fix it?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_015_NL,OOS_015,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Mijn router-wifi is instabiel. Kun je me helpen dit op te lossen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_016_EN,OOS_016,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you file a complaint against my housing corporation?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_016_NL,OOS_016,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je een klacht indienen tegen mijn woningcorporatie?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_017_EN,OOS_017,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you tell my landlord they must lower my rent?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_017_NL,OOS_017,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je mijn verhuurder vertellen dat mijn huur omlaag moet?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_018_EN,OOS_018,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can I sue BeNext because the app showed no data?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_018_NL,OOS_018,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kan ik BeNext aanklagen omdat de app geen data liet zien?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_019_EN,OOS_019,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you cancel my energy contract?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_019_NL,OOS_019,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je mijn energiecontract opzeggen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_020_EN,OOS_020,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you unlock the installer menu on my thermostat?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_020_NL,OOS_020,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je het installateursmenu van mijn thermostaat ontgrendelen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_021_EN,OOS_021,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,What medicine should I take if dry air gives me headaches?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_021_NL,OOS_021,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Welk medicijn moet ik nemen als ik hoofdpijn krijg van droge lucht?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_022_EN,OOS_022,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you calculate exactly what my next electricity bill will be?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_022_NL,OOS_022,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je exact berekenen wat mijn volgende stroomrekening wordt?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_023_EN,OOS_023,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you decide whether the energy supplier made a billing mistake?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_023_NL,OOS_023,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je bepalen of mijn energieleverancier een fout heeft gemaakt op de rekening?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_024_EN,OOS_024,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you order a technician to replace my solar inverter?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_024_NL,OOS_024,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je een monteur regelen om mijn omvormer te vervangen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_025_EN,OOS_025,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Should I buy new solar panels because my production is lower than last year?,"Okay, so the user is asking whether they should buy new solar panels because their production is lower than last year. I need to answer this based on the current system context. The context mentions that solar production is lower, but the reasons aren't fully confirmed. It also says that factors like weather, shading, data completeness, and technical checks aren't available. First, I should explain that lower production could be due to various reasons but can't be",1,1,1,1,2,1,3,Out-of-scope row is not cleanly refused and includes internal reasoning instead of a resident-facing answer.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_025_NL,OOS_025,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Moet ik nieuwe zonnepanelen kopen omdat mijn opwek lager is dan vorig jaar?,"Alright, I need to answer the user's question about whether they should buy new solar panels because their energy use is lower than last year. The context says solar production is lower, but there are some missing details like weather, shading, and technical checks. First, I should explain that lower solar production could mean less energy use, but it's not certain without more info. I need to mention that factors like weather and shading might affect this.",0,1,0,0,0,0,2,Out-of-scope row is not cleanly refused and includes internal reasoning instead of a resident-facing answer.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_026_EN,OOS_026,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you help me hack the smart meter to lower the reading?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_026_NL,OOS_026,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je helpen de slimme meter te hacken zodat de stand lager wordt?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_027_EN,OOS_027,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you write an appeal letter to force compensation?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_027_NL,OOS_027,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je een bezwaarbrief schrijven om compensatie af te dwingen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_028_EN,OOS_028,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you change the EPV bundle threshold in my app?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_028_NL,OOS_028,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je de EPV-bundeldrempel in mijn app aanpassen?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_029_EN,OOS_029,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you tell me whether my neighbour is using more energy than me?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_029_NL,OOS_029,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je vertellen of mijn buurman meer energie verbruikt dan ik?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_030_EN,OOS_030,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Can you set up my new smart plug step by step?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,OOS_030_NL,OOS_030,out_of_scope,closed_book,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Kun je stap voor stap mijn nieuwe slimme stekker installeren?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",3,3,3,3,2,2,9,Correct generic refusal/redirection for an out-of-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,EXISTING_014_EN,EXISTING_014,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,The net-metering scheme is being phased out. How will this affect me?,"I can only help with questions about household energy monitoring, energy use, solar production, heat pumps, ventilation, and related anomalies. Please ask a question about your energy data or system readings.",0,2,3,0,2,0,2,Incorrectly refuses an in-scope energy-monitoring question.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,EXISTING_014_NL,EXISTING_014,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,De salderingsregeling wordt afgebouwd. Hoe beïnvloedt dit mij?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",0,2,3,0,2,0,2,Incorrectly refuses an in-scope energy-monitoring question.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_024_EN,NEW_024,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,What does 'building-related energy use' mean in the app?,"The EPV bundle sets the maximum household energy use expected under your agreement. Consistently exceeding it over multiple months can affect the EPV contribution your housing provider receives, which may result in a financial correction for you. The most practical ways to stay within the bundle are running high-energy appliances during solar production hours and keeping the heating at a steady moderate temperature.",1,2,3,1,2,1,6,"Partly relevant, but important expected points are missing or the answer is too generic."
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_024_NL,NEW_024,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Wat betekent 'gebouwgebonden energieverbruik' in de app?,"Ik kan alleen helpen met vragen over energiemonitoring in huis, energieverbruik, zonne-energie, warmtepompen, ventilatie en afwijkende energiepatronen. Stel gerust een vraag over uw energiegegevens of systeemmetingen.",0,2,3,0,2,0,2,Incorrectly refuses an in-scope energy-monitoring question.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_015_EN,NEW_015,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Should I open the windows a lot if I already have balanced ventilation?,"The heat pump may work harder when cooler fresh air comes in or when heat is lost from the home. This does not automatically mean something is broken. Does it happen when the ventilation is on a higher setting or when windows are open? If comfort is poor or the high use continues, contact the housing provider or installer responsible for the system.",3,3,3,3,2,2,10,Answer covers the expected points clearly and stays within scope.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_015_NL,NEW_015,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Moet ik de ramen veel openzetten als ik al balansventilatie heb?,"Ik kan op basis van de beschikbare gegevens geen voldoende vergelijkbaar voorbeeld vinden. De situatie kan wel wijzen op een afwijkend energiepatroon, maar de exacte oorzaak is niet bevestigd. Controleer de grafiek of systeemmetingen opnieuw als dit patroon aanhoudt.",0,2,2,1,2,2,3,Does not answer the in-scope question; gives only a generic insufficient-example message.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_030_EN,NEW_030,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Should I turn off my WTW or balanced ventilation to save electricity?,"The heat pump may work harder when cooler fresh air comes in or when heat is lost from the home. This does not automatically mean something is broken. Does it happen when the ventilation is on a higher setting or when windows are open? If comfort is poor or the high use continues, contact the housing provider or installer responsible for the system.",2,3,3,2,2,2,9,"Mostly relevant answer, but it misses one or more expected details or practical next steps."
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_030_NL,NEW_030,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Moet ik mijn WTW of balansventilatie uitzetten om stroom te besparen?,"De sleutel is het verschuiven van activiteiten met hoog verbruik — vaatwasser, wasmachine, droger — naar de late ochtend of vroege middag wanneer uw panelen het meest produceren: wanneer de schon schijnt. Als uw warmwaterboiler een timer heeft, is het instellen om te verwarmen tijdens de zonne-uren op het middaguur een andere praktische optie. Deze veranderingen vereisen geen nieuwe apparatuur en verminderen direct hoeveel u van het net afneemt.",1,0,1,1,2,2,4,"Partly relevant, but important expected points are missing or the answer is too generic."
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_002_EN,NEW_002,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,"My electricity use is high, but I don't see any big peaks. What does that mean?","The evening peaks are large enough to fit a high-power device such as car charging, but the household graph alone cannot prove it. Were you charging the car between 19:00 and 23:00 on those days? Tip: if your setup allows it safely, charging during sunny hours can help use more of your own solar power.",0,1,3,0,2,2,3,Does not address the expected answer points for this in-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_002_NL,NEW_002,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,"Mijn stroomverbruik is hoog, maar ik zie geen duidelijke pieken. Wat betekent dat?","Ik kan op basis van de beschikbare gegevens geen voldoende vergelijkbaar voorbeeld vinden. De situatie kan wel wijzen op een afwijkend energiepatroon, maar de exacte oorzaak is niet bevestigd. Controleer de grafiek of systeemmetingen opnieuw als dit patroon aanhoudt.",0,2,2,1,2,2,3,Does not answer the in-scope question; gives only a generic insufficient-example message.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_033_EN,NEW_033,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Why are some bars in the electricity graph below zero?,"I cannot find a sufficiently similar example based on the available information. The situation may indicate an unusual energy pattern, but the exact cause is not confirmed. Check the graph or system readings again if the pattern continues.",0,2,2,1,2,2,3,Does not answer the in-scope question; gives only a generic insufficient-example message.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_033_NL,NEW_033,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Waarom staan sommige balkjes in de stroomgrafiek onder nul?,Seizoensverschillen zijn normaal en te verwachten. In de winter draait de verwarming vaker en is de zonproductie lager door kortere dagen; in de zomer is het omgekeerde typisch. Het vergelijken van dezelfde maand over verschillende jaren geeft een nuttiger beeld dan winter direct met zomer vergelijken.,0,0,3,0,2,2,3,Does not address the expected answer points for this in-scope row.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_011_EN,NEW_011,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Why does my heat pump use short bursts of electricity on cold mornings?,"This week was warmer, so the heat pump needed less energy to keep the home comfortable. That is a normal pattern: less cold outside usually means less heating work inside. Tip: keep the thermostat steady and avoid leaving windows open for a long time while the heating is on.",2,2,3,2,2,2,8,"Mostly relevant answer, but it misses one or more expected details or practical next steps."
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_011_NL,NEW_011,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Waarom gebruikt mijn warmtepomp korte stroompieken op koude ochtenden?,"Ik kan op basis van de beschikbare gegevens geen voldoende vergelijkbaar voorbeeld vinden. De situatie kan wel wijzen op een afwijkend energiepatroon, maar de exacte oorzaak is niet bevestigd. Controleer de grafiek of systeemmetingen opnieuw als dit patroon aanhoudt.",0,2,2,1,2,2,3,Does not answer the in-scope question; gives only a generic insufficient-example message.
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_010_EN,NEW_010,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,en,Would running my dishwasher during the day help me use more of my own solar power?,"Your panels often make more electricity than the home uses at that moment. That is why extra solar power goes back to the grid; it does not mean the panels are doing something wrong. Are the washing machine, dishwasher, or dryer mostly used later in the day? Tip: run one flexible appliance during sunny hours when possible.",2,2,3,2,2,2,8,"Mostly relevant answer, but it misses one or more expected details or practical next steps."
qa_results_deepseek-ai_DeepSeek-R1-Distill-Qwen-7B.csv,NEW_010_NL,NEW_010,in_scope,retrieval_based,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nl,Helpt het om mijn vaatwasser overdag te laten draaien zodat ik meer eigen zonnestroom gebruik?,"De sleutel is het verschuiven van activiteiten met hoog verbruik — vaatwasser, wasmachine, droger — naar de late ochtend of vroege middag wanneer uw panelen het meest produceren: wanneer de schon schijnt. Als uw warmwaterboiler een timer heeft, is het instellen om te verwarmen tijdens de zonne-uren op het middaguur een andere praktische optie. Deze veranderingen vereisen geen nieuwe apparatuur en verminderen direct hoeveel u van het net afneemt.",2,2,1,2,2,2,7,"Mostly relevant answer, but it misses one or more expected details or practical next steps."
