case_id,question_en,question_nl,context,reference_answer_en,reference_answer_nl,expected_answer_points,should_not_include,source_basis
NEW_015,Should I open the windows a lot if I already have balanced ventilation?,Moet ik de ramen veel openzetten als ik al balansventilatie heb?,Balanced ventilation/WTW electricity is steady; heating use increases during periods when windows are reported open for long periods in cold weather.,"Balanced ventilation already refreshes the air in the home. In cold weather, leaving windows open for a long time can make the heating work harder. Short airing is different from leaving windows open for hours. Tip: air briefly when needed, but avoid long window opening while the heating is on.","Balansventilatie ververst de lucht in de woning al. Bij koud weer kunnen ramen die lang openstaan ervoor zorgen dat de verwarming harder moet werken. Kort luchten is iets anders dan ramen urenlang open laten. Tip: lucht kort als dat nodig is, maar laat ramen niet lang openstaan terwijl de verwarming aan staat.",explains balanced ventilation in simple terms; links long window opening to heating use; distinguishes brief airing from long opening; gives practical tip,telling user never to open windows; medical advice; blame; exact cost guarantee,Tante Tip inspired
NEW_016,Why is my electricity use higher during hot afternoons?,Waarom is mijn stroomverbruik hoger op hete middagen?,"Electricity use rises on days above [X]°C, especially between 14:00–18:00; cooling or ventilation-related consumption is also visible.","The higher use appears mainly on hot afternoons. That can fit fans, cooling, ventilation, or appliances such as a fridge working harder in warm weather. Does this happen when the home feels warmest? Tip: keep sun out during the day and ventilate when it is cooler outside, such as early morning or evening.","Het hogere verbruik is vooral zichtbaar op hete middagen. Dat kan passen bij ventilatoren, koeling, ventilatie of apparaten zoals een koelkast die bij warmte harder werken. Gebeurt dit vooral wanneer de woning het warmst aanvoelt? Tip: houd overdag de zon buiten en ventileer wanneer het buiten koeler is, bijvoorbeeld vroeg in de ochtend of in de avond.",presents hot-afternoon pattern; gives simple possible causes; asks comfort/timing reflection; includes cooling tip,air-conditioning repair instructions; exact device diagnosis; investment advice; health claims,Tante Tip inspired
NEW_017,Why is my grid import high even though my heat pump used less this week?,Waarom is mijn netafname hoog terwijl mijn warmtepomp deze week minder verbruikte?,"Heat pump use decreased by [X] kWh, but solar production also decreased by [Y] kWh during the same week.","Grid electricity depends on both how much the home uses and how much solar power it makes. This week, the heat pump used less, but solar production also dropped. That can still lead to more electricity from the grid. Tip: when the sun does shine, use flexible appliances during those hours if possible.","Netstroom hangt af van hoeveel de woning verbruikt én hoeveel zonnestroom er wordt opgewekt. Deze week gebruikte de warmtepomp minder, maar de zonne-opwek daalde ook. Daardoor kan er toch meer stroom van het net nodig zijn. Tip: gebruik flexibele apparaten waar mogelijk op de momenten dat de zon wel schijnt.",explains grid import as use minus local production; presents pattern without asking user to compare; includes solar-use tip,claiming contradiction means data error; tariff advice; exact bill conclusion; blaming user,thesis inspired
NEW_018,My standby use suddenly went up. How should I read that?,Mijn sluipverbruik is plotseling gestegen. Hoe moet ik dat lezen?,Night-time baseline increased from about [X] W to [Y] W starting around [date]; no large peaks are present.,"The always-on use went up around [date]. That means something may now be using electricity for many hours, even without a big peak. Did you add a device, change a setting, or leave something on around that time? Tip: unplug chargers and standby devices you do not need, but keep essential systems on.","Het verbruik dat steeds doorloopt is rond [date] gestegen. Dat betekent dat iets nu mogelijk veel uren stroom gebruikt, ook zonder grote piek. Heeft u rond die tijd een apparaat toegevoegd, een instelling veranderd of iets aan laten staan? Tip: haal laders en stand-by apparaten die u niet nodig heeft uit het stopcontact, maar laat belangrijke systemen aan.",presents start date of always-on increase; explains no exact device identification; asks simple home-change question; includes safe standby tip,naming a specific device without evidence; invasive household monitoring; unsafe electrical advice; alarmist wording,real-life use-case inspired
NEW_019,Why does my fridge or freezer seem to create small repeating peaks?,Waarom lijkt mijn koelkast of vriezer kleine terugkerende pieken te geven?,Total household electricity shows small regular peaks throughout the day and night; no device-level measurement is available.,"Small repeating peaks can be normal for devices that switch on and off by themselves, such as a fridge, freezer, or pump. If the pattern stays about the same, it is usually less worrying than a sudden large rise. Tip: keep fridge and freezer doors closed as much as possible and avoid setting them colder than needed.","Kleine terugkerende pieken kunnen normaal zijn bij apparaten die vanzelf aan en uit gaan, zoals een koelkast, vriezer of pomp. Als het patroon ongeveer hetzelfde blijft, is dat meestal minder zorgelijk dan een plots grote stijging. Tip: houd koelkast- en vriezerdeuren zo veel mogelijk dicht en zet ze niet kouder dan nodig.",explains small regular cycling simply; avoids exact appliance certainty; distinguishes stable pattern from sudden rise; includes fridge/freezer saving tip,definitive appliance diagnosis; repair instructions; food safety advice; alarmist wording,AI-assisted synthetic edge case
NEW_020,Is my car charging the reason for the evening electricity peaks?,Komt mijn avondpiek door het opladen van mijn auto?,Evening electricity peaks occur between 19:00–23:00 and are much larger than normal appliance peaks; no device-level charger data is available.,"The evening peaks are large enough to fit a high-power device such as car charging, but the household graph alone cannot prove it. Were you charging the car between 19:00 and 23:00 on those days? Tip: if your setup allows it safely, charging during sunny hours can help use more of your own solar power.","De avondpieken zijn groot genoeg om te passen bij een apparaat met veel vermogen, zoals het opladen van een auto, maar de woninggrafiek alleen bewijst dat niet. Laadde u de auto op die dagen tussen 19:00 en 23:00 op? Tip: als uw installatie dit veilig toelaat, kan laden tijdens zonnige uren helpen om meer eigen zonnestroom te gebruiken.",mentions EV charging as possible not certain; asks simple yes/no reflection; includes safe solar-hours tip,definitive charger diagnosis; tariff advice; charging installation instructions; investment advice,AI-assisted synthetic edge case
NEW_021,The app has not updated since yesterday. Can I still trust the energy graph?,De app is sinds gisteren niet bijgewerkt. Kan ik de energiegrafiek nog vertrouwen?,"Last data timestamp is [date/time]; no new electricity, solar, or heat pump readings have arrived for [X] hours.","The graph is still useful up to the last update time, but it is not a live view after that. A gap usually means the monitoring data has not reached the app; it does not automatically mean your heat pump or solar panels stopped. First try a simple gateway reset if your housing provider has told you this is allowed: switch the gateway off, wait about 30 seconds, and switch it on again. If the data still does not return, contact your housing provider.","De grafiek is nog bruikbaar tot het laatste update-moment, maar daarna is het geen live weergave meer. Een gat betekent meestal dat de monitoringdata de app niet bereikt; het betekent niet automatisch dat uw warmtepomp of zonnepanelen zijn gestopt. Probeer eerst een eenvoudige gateway-reset als uw woningcorporatie heeft aangegeven dat dit mag: zet de gateway uit, wacht ongeveer 30 seconden en zet hem weer aan. Komt de data daarna niet terug, neem dan contact op met uw woningcorporatie.",distinguishes old data from live data; explains gap does not automatically mean system failure; suggests simple allowed gateway reset; redirects unresolved issue to housing provider,router troubleshooting; security breach speculation; repair instructions; claiming energy systems failed; directing user to BeNext support,thesis inspired
NEW_022,Why can I see solar production but not my grid consumption?,Waarom zie ik wel zonne-opwek maar geen netverbruik?,"Solar production readings are available for [date range], but grid import/export readings are missing for the same period.","This means one part of the data is coming through and another part is missing. Solar and grid use can be measured through different meters, so one graph may update while the other does not. The solar graph may still be useful, but the missing grid data should be reported if it continues. Contact your housing provider so they can arrange the right check.","Dit betekent dat één deel van de data wel binnenkomt en een ander deel ontbreekt. Zonne-opwek en netverbruik kunnen via verschillende meters worden gemeten, waardoor de ene grafiek wel bijwerkt en de andere niet. De zonnegrafiek kan nog bruikbaar zijn, maar de ontbrekende netdata moet worden gemeld als dit blijft gebeuren. Neem contact op met uw woningcorporatie zodat zij de juiste controle kunnen regelen.",explains partial data availability in simple terms; states one graph can work while another is missing; redirects persistent missing data to housing provider,meter repair steps; claiming supplier fault; account/login help; exact technical diagnosis,thesis inspired
NEW_023,I am above the EPV bundle this month. Does that mean the whole year is bad?,Ik zit deze maand boven de EPV-bundel. Betekent dat dat het hele jaar slecht is?,Monthly household use is above the displayed EPV bundle by [X] kWh; previous months were below the displayed bundle.,"No, one month above the bundle does not mean the whole year is bad. Energy use changes with weather, seasons, visitors, holidays, and daily routines. The yearly pattern matters more than one single month. For questions about money, compensation, or your agreement, contact your housing provider.","Nee, één maand boven de bundel betekent niet dat het hele jaar slecht is. Energieverbruik verandert door weer, seizoenen, bezoek, vakantie en dagelijkse routines. Het jaarpatroon is belangrijker dan één losse maand. Neem voor vragen over geld, compensatie of uw overeenkomst contact op met uw woningcorporatie.",explains one month does not define full year; mentions everyday reasons for variation; redirects EPV money/agreement questions to housing provider,definitive EPV legal conclusion; compensation advice; exact penalty claim; alarmist wording,thesis inspired
NEW_024,What does 'building-related energy use' mean in the app?,Wat betekent 'gebouwgebonden energieverbruik' in de app?,"EPV overview separates household use, building-related use, heating, hot water, and solar production.","Building-related energy use is energy for systems that help the home itself work, such as heating, ventilation, and sometimes hot water, depending on how your home is measured. It is separate from household use, such as cooking, washing, charging, and standby devices. If this number suddenly rises, ask yourself: was it colder, was more hot water used, or was ventilation running more often?","Gebouwgebonden energieverbruik is energie voor systemen die de woning zelf laten werken, zoals verwarming, ventilatie en soms warm water, afhankelijk van hoe uw woning wordt gemeten. Het staat los van huishoudelijk gebruik, zoals koken, wassen, opladen en stand-by apparaten. Stijgt dit getal plotseling, vraag dan: was het kouder, is er meer warm water gebruikt of draaide de ventilatie vaker?",explains building-related use in plain language; separates from household appliance use; gives simple reflection questions,legal EPV definition beyond context; exact contractual interpretation; installer settings; compensation advice,thesis inspired
NEW_025,My household use is above the bundle but heating looks fine. How can that happen?,"Mijn huishoudelijk verbruik zit boven de bundel, maar verwarming lijkt goed. Hoe kan dat?",Household-use category is above the monthly bundle; heating and building-related categories are within their displayed ranges.,"Heating and household electricity are separate categories. Heating can look normal while appliances, cooking, washing, charging, or standby use are higher than usual. Does the high use happen in the evening or does it continue all night? Tip: run full washing/dishwasher loads and switch off standby devices you do not need.","Verwarming en huishoudelijke stroom zijn aparte categorieën. De verwarming kan normaal lijken terwijl apparaten, koken, wassen, opladen of sluipverbruik hoger zijn dan normaal. Gebeurt het hoge verbruik vooral in de avond of loopt het de hele nacht door? Tip: draai volle was- en vaatwasbeurten en zet stand-by apparaten uit die u niet nodig heeft.",distinguishes heating from household electricity; gives simple examples; asks timing reflection; includes appliance/standby saving tip,mixing heating and household categories; exact appliance diagnosis; blaming resident; legal/billing conclusions,AI-assisted synthetic edge case
NEW_026,"My solar production is above expected, so why is my household electricity still high?","Mijn zonne-opwek is hoger dan verwacht, dus waarom is mijn huishoudelijk stroomverbruik nog steeds hoog?",Solar production exceeds the monthly expected value; household electricity use also exceeds the monthly bundle.,Solar production and household electricity use are shown separately. You can produce a lot around midday and still use a lot in the evening or at night. Does your high use happen outside the sunny hours? Tip: use flexible appliances during sunny hours when possible.,Zonne-opwek en huishoudelijk stroomverbruik worden apart getoond. U kunt rond de middag veel opwekken en toch in de avond of nacht veel gebruiken. Gebeurt het hoge verbruik buiten de zonnige uren? Tip: gebruik flexibele apparaten waar mogelijk tijdens zonnige uren.,explains production and use are separate; mentions timing mismatch; asks simple sunny-hours reflection; includes self-consumption tip,claiming solar cancels household use; bill guarantee; tariff advice; battery investment advice,thesis inspired
NEW_027,The heat pump turns on and off many times. Is that bad?,De warmtepomp gaat vaak aan en uit. Is dat slecht?,Heat pump graph shows repeated short cycles during [date range]; indoor temperature remains close to the chosen temperature.,"Small on-and-off moments can happen when the heat pump is keeping the home at the chosen temperature. If the home stays comfortable and this pattern is not new, it is usually not urgent. Do not change technical settings yourself. Contact your housing provider if the pattern suddenly changes, the unit makes unusual noise, or the home no longer feels comfortable.","Kleine aan-en-uitmomenten kunnen voorkomen wanneer de warmtepomp de woning op de gekozen temperatuur houdt. Als de woning comfortabel blijft en dit patroon niet nieuw is, is het meestal niet dringend. Verander zelf geen technische instellingen. Neem contact op met uw woningcorporatie als het patroon plots verandert, het apparaat ongewoon geluid maakt of de woning niet meer comfortabel voelt.",explains cycling in simple language; avoids mechanical diagnosis; advises not changing technical settings; redirects concerning changes to housing provider,mechanical diagnosis; step-by-step parameter changes; warranty advice; certainty without system data,AI-assisted synthetic edge case
NEW_028,Why did my heat pump use less energy this week?,Waarom verbruikte mijn warmtepomp deze week minder energie?,Heat pump electricity is [X]% lower than last week; average outdoor temperature is [Y]°C higher.,"This week was warmer, so the heat pump needed less energy to keep the home comfortable. That is a normal pattern: less cold outside usually means less heating work inside. Tip: keep the thermostat steady and avoid leaving windows open for a long time while the heating is on.","Deze week was het warmer, waardoor de warmtepomp minder energie nodig had om de woning comfortabel te houden. Dat is een normaal patroon: minder kou buiten betekent meestal minder werk voor de verwarming binnen. Tip: houd de thermostaat stabiel en laat ramen niet lang openstaan terwijl de verwarming aan staat.",links lower heat pump use to warmer weather; uses simple normal-pattern explanation; includes steady thermostat/window tip,certainty of one cause; exact savings claim; billing advice; ignoring hot water/routines,thesis inspired
NEW_029,"I was away for a week, so why did the home still use electricity?","Ik was een week weg, waarom gebruikte de woning dan nog steeds stroom?","During reported absence, electricity use dropped but did not reach zero; night-time baseline remained around [X] W.","It is normal that the home still uses some electricity while you are away. Things like the fridge/freezer, ventilation, modem, monitoring equipment, and standby devices can keep running. The useful sign is that use dropped compared with a normal week. Tip: before leaving, unplug chargers and devices you do not need, but do not turn off essential systems.","Het is normaal dat de woning nog wat stroom gebruikt terwijl u weg bent. Koelkast/vriezer, ventilatie, modem, monitoringapparatuur en stand-by apparaten kunnen blijven draaien. Het nuttige signaal is dat het verbruik lager is dan in een normale week. Tip: haal voor vertrek laders en apparaten uit het stopcontact die u niet nodig heeft, maar zet belangrijke systemen niet uit.",explains nonzero use during absence; gives common always-on examples; presents drop as useful pattern; includes safe unplugging tip,claiming theft or security breach; exact device identification; router troubleshooting; alarmist wording,AI-assisted synthetic edge case
NEW_030,Should I turn off my WTW or balanced ventilation to save electricity?,Moet ik mijn WTW of balansventilatie uitzetten om stroom te besparen?,No specific app data; resident asks a general energy-saving question about ventilation.,"No, do not switch balanced ventilation off during normal use. It is meant to refresh the air continuously, and a dry, well-ventilated home is easier to heat. If your system has manual settings, use the normal setting for daily use and a higher setting while cooking or showering. Follow your housing provider's instructions for your specific system.","Nee, zet balansventilatie bij normaal gebruik niet uit. Het systeem is bedoeld om continu lucht te verversen, en een droge, goed geventileerde woning warmt makkelijker op. Heeft uw systeem handmatige standen, gebruik dan de normale stand voor dagelijks gebruik en een hogere stand tijdens koken of douchen. Volg voor uw eigen systeem de instructies van uw woningcorporatie.",answers general ventilation question; says not to switch off balanced ventilation; links ventilation to dry/easier-to-heat home; gives simple setting guidance and housing-provider redirect,advising switch-off; medical claims; repair steps; exact technical specification,Tante Tip inspired
NEW_031,How can I keep my home less damp without using extra heat?,Hoe houd ik mijn woning minder vochtig zonder extra te stoken?,No specific app data; resident asks a general energy-saving question about moisture and ventilation.,"Moist air can make a home feel colder and harder to heat. You can reduce moisture by cooking with a lid on the pan, ventilating after showering or cooking, drying bathroom walls, and drying laundry outside or in a well-ventilated space when possible. A drier home often warms up more easily. Keep ventilation on rather than blocking vents.","Vochtige lucht kan een woning kouder laten aanvoelen en moeilijker te verwarmen maken. U kunt vocht verminderen door met een deksel op de pan te koken, na douchen of koken te ventileren, badkamerwanden droog te maken en was waar mogelijk buiten of in een goed geventileerde ruimte te drogen. Een drogere woning warmt vaak makkelijker op. Laat ventilatie aan en blokkeer roosters niet.",answers general moisture question; gives simple practical tips; links dry air to easier heating; avoids medical claims,medical diagnosis; telling user to block ventilation; blame; exact cost guarantee,Tante Tip inspired
NEW_032,Why does my solar graph have a flat top around noon?,Waarom heeft mijn zonne-opwek rond de middag een vlakke bovenkant?,"On sunny days, solar production rises in the morning, stays flat near [X] W around noon, then falls in the afternoon.","The graph shows that solar production reaches about the same highest level around noon. On clear sunny days, that can simply mean the system is producing at its normal maximum. If production is otherwise good, this is usually not a problem. If the flat top is new and production is much lower than usual on sunny days, contact your housing provider.","De grafiek laat zien dat de zonne-opwek rond de middag ongeveer hetzelfde hoogste niveau bereikt. Op heldere zonnige dagen kan dat gewoon betekenen dat het systeem op zijn normale maximum produceert. Als de opwek verder goed is, is dit meestal geen probleem. Is dit nieuw en is de opwek op zonnige dagen veel lager dan normaal, neem dan contact op met uw woningcorporatie.",explains flat top without technical terms; normalizes clear-day maximum; redirects only if new and low production; avoids inverter detail,inverter repair instructions; telling user to change limiter; exact fault diagnosis; compensation advice,AI-assisted synthetic edge case
NEW_033,Why are some bars in the electricity graph below zero?,Waarom staan sommige balkjes in de stroomgrafiek onder nul?,Electricity graph shows positive bars for grid import and negative bars during periods of solar export.,Bars below zero usually mean electricity is going out of the home to the grid. This often happens when your solar panels make more electricity than the home is using at that moment. Does it happen during sunny hours? Tip: use flexible appliances during those sunny moments to use more of your own solar power.,Balkjes onder nul betekenen meestal dat er stroom vanuit de woning naar het net gaat. Dit gebeurt vaak wanneer uw zonnepanelen op dat moment meer stroom maken dan de woning gebruikt. Gebeurt dit vooral tijdens zonnige uren? Tip: gebruik flexibele apparaten op die zonnige momenten om meer eigen zonnestroom te gebruiken.,explains negative bars as export in simple terms; links to solar surplus; asks sunny-hours reflection; includes self-consumption tip,claiming app error; tariff advice; technical meter repair; exact billing conclusion,thesis inspired
NEW_034,How can I keep my home cool without using much electricity?,Hoe houd ik mijn woning koel zonder veel stroom te gebruiken?,No specific app data; resident asks a general summer energy-saving question.,"Try to keep the heat out before the home warms up. Close curtains or blinds on the sunny side during the day, keep windows closed when it is hotter outside than inside, and ventilate in the cooler morning or evening. A fan usually uses less electricity than active cooling. These steps can reduce the need for extra cooling energy.","Probeer warmte buiten te houden voordat de woning opwarmt. Sluit overdag gordijnen of zonwering aan de zonnige kant, houd ramen dicht als het buiten warmer is dan binnen, en ventileer in de koelere ochtend of avond. Een ventilator gebruikt meestal minder stroom dan actieve koeling. Deze stappen kunnen de behoefte aan extra koeling verminderen.",answers general cooling question; gives simple low-energy cooling tips; avoids installation or health claims,air-conditioning purchase advice; medical advice; guarantee of comfort or savings; installer instructions,Tante Tip inspired
